基地地號,使用分區,謄本面積(㎡),基地面積(㎡),建蔽率(%),建築面積(㎡),空地面積(㎡),允建容積率(%),容積樓地板面積(㎡),開挖率(%),開挖面積(㎡),建蔽率(%)_備註,建築面積(㎡)_備註,空地面積(㎡)_備註,允建容積率(%)_備註,容積樓地板面積(㎡)_備註,開挖率(%)_備註,開挖面積(㎡)_備註
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
